idindicador,idunidad,iddepto,nomdepto,2005,2006,2007,2008,2009,2010
pcrparin,1,81,arauca,81.03,94.52,92.86,98.55,98.63,97.1
pcrparin,1,47,magdalena,93.06,98.7,97.16,98.52,99.03,100
ttdiesti,20,15,boyaca,16.49,15.99,15.5,15.01,14.51,14.02
ttdiesti,20,13,bolivar,34.97,33.88,32.79,31.69,30.6,29.51
pcrparin,1,23,cordoba,99.09,99.01,100,100,99.49,100
ttdiesti,20,52,narino,18.94,18.73,18.52,18.31,18.1,17.89
ttdiesti,20,76,valle del cauca,11.06,10.73,10.4,10.06,9.73,9.4
pbehtaco,1,86,putumayo,NA,NA,5.9,NA,NA,NA
pcrparin,1,86,putumayo,95.96,97.83,90.11,96.19,95.05,95.51
pcrparin,1,23,cordoba,97.19,99.45,100,99.16,98.46,98.98
ttdiesti,20,47,magdalena,23.51,22.99,22.46,21.94,21.42,20.9
ttdiesti,20,13,bolivar,45.37,45.37,45.37,45.37,45.37,45.37
pcrparin,1,5,antioquia,100,100,100,100,100,94.12
pcrparin,1,25,cundinamarca,96.57,98.01,98.84,98.75,98.68,98.67
pcrparin,1,15,boyaca,98.99,97.75,97.44,96.77,92.45,97.33
pcrparin,1,47,magdalena,94.74,96.12,97.15,97.81,97.98,100
caelacex,5,NA,NA,1.9,NA,NA,NA,NA,1.2
ttdiesti,20,25,cundinamarca,17.99,17.59,17.19,16.79,16.39,15.99
pcrparin,1,27,choco,81.82,55.88,40.63,47.73,81.25,40.98
pcrparin,1,73,tolima,93.61,93.59,99.24,98.92,99.5,99.05
pbepredg,1,13,bolivar,NA,NA,NA,NA,NA,4.3
ttdiesti,20,13,bolivar,27.14,26.54,25.93,25.33,24.73,24.12
igrtgfec,2,18,caqueta,NA,NA,NA,NA,NA,NA
ttdiesti,20,85,casanare,40.74,40.74,40.74,40.74,40.74,40.74
pcrparin,1,76,valle del cauca,99.6,97.8,100,99.46,100,97.95
pcrparin,1,19,cauca,90.8,85.37,95.29,94.25,96.67,97.67
cgrnacim,17,91,amazonas,978,922,929,844,873,825
ttdiesti,20,52,narino,17.76,17.57,17.37,17.17,16.97,16.78
pcrparin,1,54,n.santander,96.03,96.92,97.54,98.21,90.99,92.74
ptrldeng,1,47,magdalena,NA,NA,6.45,0,6.67,9
pcrparin,1,15,boyaca,100,89.47,95.24,94.74,96.15,100
pcrparin,1,25,cundinamarca,97.21,98.05,98.02,98.21,99.11,98.29
pgeembar,1,13,bolivar,20,NA,NA,NA,NA,21.3
ttdnesti,20,170,colombia,26.61798379,25.52917127,24.44035874,23.35154621,22.26273368,21.17392116
pbepredg,1,18,caqueta,NA,NA,NA,NA,NA,3.5
ttdiesti,20,27,choco,63.16,63.16,63.16,63.16,63.16,63.16
pcrparin,1,68,santander,99.36,99.73,99.52,99.6,99.67,99.55
pbehtaco,1,76,valle del cauca,NA,NA,9.2,NA,NA,NA
pbehtaco,1,41,huila,NA,NA,9.5,NA,NA,NA
ttdiesti,20,25,cundinamarca,14.99,14.83,14.66,14.49,14.33,14.16
caelacex,5,19,cauca,NA,NA,NA,NA,NA,1.9
ptrldeng,1,47,magdalena,NA,NA,0,0,0,8
ttdiesti,20,73,tolima,22.68,22.41,22.14,21.87,21.6,21.33
ttdiesti,20,5,antioquia,14.48,14.32,14.16,14,13.84,13.68
ttdiesti,20,41,huila,16.22,16.04,15.86,15.68,15.5,15.32
ttdiesti,20,25,cundinamarca,21.91,21.66,21.42,21.18,20.93,20.69
ttdiesti,20,73,tolima,18.68,18.45,18.23,18.01,17.79,17.57
pcrparin,1,52,narino,78.39,77.48,77.66,80.14,90.11,89.11
pcrparin,1,13,bolivar,96.31664887,97.3788041,97.63905562,98.41172085,98.72992782,99.14041041
pgeembar,1,19,cauca,28.8,NA,NA,NA,NA,23.7
pbretaia,1,5,antioquia,NA,NA,NA,NA,NA,52.17391304
pcrperca,1,47,magdalena,97.73680198,98.28639684,98.29440619,98.63032093,98.89468836,99.24957523
ttdiesti,20,68,santander,21.55,20.68,19.82,18.96,18.1,17.24
pcrparin,1,41,huila,85.55,91.15,96.05,92.59,95.06,96.45
pcrparin,1,15,boyaca,97.83,96.3,94.12,91.84,100,89.29
pbehtaco,1,25,cundinamarca,NA,NA,9.1,NA,NA,NA
pcrparin,1,41,huila,80.12,89.62,85.09,84.55,86.89,92.28
ttdiesti,20,44,la guajira,35.20809895,34.68189806,34.16459306,33.65639265,33.15798326,32.67010583
ttdiesti,20,27,choco,34.65,33.27,31.88,30.5,29.11,27.72
pcrparin,1,52,narino,96.62,96.85,100,97.5,97.85,99.12
pcrparin,1,5,antioquia,98.99,98.77,99.76,98.7,98.48,99.09
pcrparin,1,15,boyaca,100,100,98.08,100,100,100
ttdiesti,20,25,cundinamarca,15.48,15.14,14.8,14.45,14.11,13.76
pcrparin,1,5,antioquia,93.27,96.65,97.96,95.68,97.78,97.64
pcrparin,1,25,cundinamarca,98.06,100,99.11,96.67,98.57,98.52
ttdiesti,20,15,boyaca,18.17,17.44,16.72,15.99,15.26,14.54
pcrparin,1,5,antioquia,90.48,93.63,98.7,95.18,94.42,94.06
ttdiesti,20,8,atlantico,25.26,24.6,23.94,23.28,22.62,21.96
ttdiesti,20,73,tolima,18.67,18.45,18.23,18,17.78,17.56
pcrparin,1,25,cundinamarca,99.66,99.14,99.84,99.29,99.6,99.41
ttdiesti,20,13,bolivar,25.43,24.86,24.3,23.73,23.17,22.6
ttdiesti,20,5,antioquia,25.11,24.55,23.99,23.43,22.87,22.32
ttdiesti,20,76,valle del cauca,19.14,18.57,17.99,17.42,16.85,16.27
ttdiesti,20,23,cordoba,22.49,21.99,21.49,20.99,20.49,19.99
rgrtgfec,3,66,risaralda,NA,NA,NA,NA,NA,NA
pcrparin,1,47,magdalena,100,97.55,96.22,99.37,96.49,96.71
pcrparin,1,73,tolima,98.77,100,94.38,98.73,96.92,91.75
pcrparin,1,68,santander,96.95,97.14,97.46,98.71,98.15,99.33
pbepredg,1,52,narino,NA,NA,NA,NA,NA,3.9
pcrparin,1,8,atlantico,99.78,99.66,99.78,99.72,99.81,99.88
ttdiesti,20,41,huila,22.17,21.92,21.68,21.43,21.18,20.94
ttdiesti,20,76,valle del cauca,16.09,15.6,15.12,14.64,14.16,13.67
pcrparin,1,23,cordoba,97.89,97.73,99.62,97.83,97.1,96.87
pcrparin,1,19,cauca,73.56,81.42,97.81,96.32,93.31,92.63
pcrparin,1,15,boyaca,98.75,98.27,97.28,99.35,100,99.3
pcrparin,1,15,boyaca,96.17,99.49,96.63,97.55,98.68,98.84
cgrnacim,17,13,bolivar,112478,113918,117228,117590,115799,110946
pcrparin,1,5,antioquia,95.92,96.05,96.08,97.01,98.1,98.43
pcrparin,1,63,quindio,99.2,99.19,99.29,99.54,99.73,99.71
ctrmormt,17,54,n.santander,17,13,11,6,11,19
ttdiesti,20,68,santander,23.48,22.54,21.6,20.66,19.73,18.79
pcrparin,1,5,antioquia,93.02,94.69,98.48,95.51,97.87,97.01
ttdiesti,20,99,vichada,36.53,35.72,34.9,34.09,33.28,32.47
ttdiesti,20,47,magdalena,22.44,21.94,21.44,20.95,20.45,19.95
pcrparin,1,15,boyaca,92.86,100,95.65,94.87,100,97.83
pcrparin,1,44,la guajira,98.35,93.86,93.14,90.44,95.42,99.06
ttdiesti,20,13,bolivar,25.42,25.14,24.85,24.57,24.29,24.01
pcrparin,1,23,cordoba,99.6,100,99.77,99.83,99.91,99.78
pcrperca,1,13,bolivar,96.49249513,97.38186267,97.74909964,98.3533759,98.59844458,99.19211504
pcrparin,1,41,huila,78.48,87.15,90.51,90.64,93.49,97.25
pcrparin,1,25,cundinamarca,93.75,97.14,96.77,100,96.55,100
ttdiesti,20,15,boyaca,19.35,18.58,17.81,17.03,16.26,15.48
ttdiesti,20,5,antioquia,20.25,20.02,19.8,19.57,19.35,19.12
pcrparin,1,15,boyaca,85.96,86.67,95.65,100,98.33,97.01
pcrparin,1,17,caldas,87.13,94.05,96.55,97.37,98.36,100
ttdiesti,20,52,narino,24.54,24,23.45,22.91,22.36,21.82
ttdiesti,20,15,boyaca,22.33,21.44,20.54,19.65,18.76,17.87
caelacex,5,50,meta,NA,NA,NA,NA,NA,2
rgrtgfec,3,68,santander,NA,NA,NA,NA,NA,NA
pcrparin,1,91,amazonas,81.67,85.97,88.86,85.54,85.33,87.3
ttdiesti,20,25,cundinamarca,18.49,18.08,17.67,17.26,16.84,16.43
pcrparin,1,13,bolivar,80.81,97.53,96.15,99.51,97.45,98.8
ttdiesti,20,68,santander,23.46,22.52,21.58,20.64,19.7,18.76
pcrparin,1,13,bolivar,98.06,98.5,96.78,98.72,97.97,99.23
ttdiesti,20,15,boyaca,19.84549976,19.20196148,18.55709591,17.91000201,17.26177798,16.61148088
pcrparin,1,68,santander,88.94,80.85,81.07,89.4,94.92,99.11
ttdiesti,20,63,quindio,26.36,25.57,24.78,23.99,23.2,22.4
pcrparin,1,13,bolivar,76.35,78.5,90.79,98.53,95.38,96.94
pcrparin,1,23,cordoba,98.18,93.79,99.32,99.09,99.44,99.68
ttdiesti,20,8,atlantico,17.67,17.28,16.89,16.5,16.1,15.71
ttdiesti,20,73,tolima,38.11,38.11,38.11,38.11,38.11,38.11
pcrparin,1,20,cesar,97.15,97.14,98.48,97.07,97.04,98.76
ttdiesti,20,25,cundinamarca,17.35,17.16,16.97,16.77,16.58,16.39
pbehtaco,1,NA,NA,NA,NA,0.91,NA,NA,NA
pcrparin,1,94,guainia,54.17,70.73,82.05,80.95,56.92,71.74
pcrparin,1,8,atlantico,99.73,99.7,99.63,99.87,99.59,99.92
pcrparin,1,23,cordoba,96.49,97.37,98.56,97.53,95.57,95.75
ctrmormt,17,9,NA,2,1,2,5,18,5
ttdiesti,20,23,cordoba,27.4,26.79,26.18,25.57,24.96,24.36
pcrparin,1,50,meta,86.41,87.5,90,90.41,89.29,95.52
ctrmormt,17,5,antioquia,61,65,37,41,48,40
ttdiesti,20,18,caqueta,24.84,24.29,23.74,23.19,22.63,22.08
pcrparin,1,47,magdalena,97.61,97.96,98.28,99.07,99.11,98.45
pcrparin,1,5,antioquia,97.3,98.8,98.28,98.95,98.35,96.86
pcrparin,1,47,magdalena,98.17,100,94.41,95.69,98.28,93.64
ttdiesti,20,86,putumayo,17.03,16.84,16.65,16.47,16.28,16.09
pcrparin,1,8,atlantico,86.86,91.41,100,99.33,99.39,99.27
pcrparin,1,25,cundinamarca,97.66,98.8,97.31,97.14,98.2,98.32
ttdiesti,20,15,boyaca,26.76,26.65,26.53,26.42,26.31,26.19
pcrparin,1,15,boyaca,83.33,95.45,100,100,100,96.88
pcrparin,1,25,cundinamarca,99.21,97.41,97.27,99.12,99.07,97.56
pcrparin,1,76,valle del cauca,97.23,98.65,99.48,99.45,100,100
pcrparin,1,44,la guajira,98.46,98.44,96.9,97.04,97.04,97.26
ctrmormt,17,73,tolima,18,20,14,13,10,15
ttdiesti,20,73,tolima,25,24.7,24.4,24.11,23.81,23.51
pcrparin,1,15,boyaca,96.88,100,97.62,97.62,100,100
ttdiesti,20,25,cundinamarca,12.11,11.98,11.84,11.71,11.57,11.44
pcrparin,1,25,cundinamarca,98.8,98.15,100,100,98.99,99.17
pcrparin,1,73,tolima,91.51,95.23,96.18,97.53,96.69,97.78
pcrparin,1,27,choco,97.67,96.3,94.12,100,100,97.67
pcrparin,1,25,cundinamarca,100,98.57,100,97.8,100,100
ttdiesti,20,19,cauca,28.56,27.93,27.29,26.66,26.03,25.39
pcrparin,1,11,bogota,99.58658582,99.65852631,99.63148736,99.63857471,99.69688857,99.76565176
ttdiesti,20,8,atlantico,19.95,19.73,19.51,19.28,19.06,18.84
ttdiesti,20,17,caldas,23.54,22.84,22.13,21.42,20.72,20.01
rtrmorpu,4,27,choco,250.92,227.36,194.72,197.56,108.75,178.67
ttdiesti,20,85,casanare,38.67,38.03,37.39,36.75,36.11,35.48
pcrparin,1,68,santander,98.86,98.79,99.21,99.38,99.57,99.81
igrtgfec,2,8,atlantico,NA,NA,NA,NA,NA,NA
ttdiesti,20,5,antioquia,26.3,25.72,25.14,24.55,23.97,23.38
ctrmormt,17,63,quindio,5,1,6,2,0,4
ctrmormt,17,18,caqueta,8,10,11,4,7,14
pcrparin,1,25,cundinamarca,98.63,99.29,99.34,99.32,99.26,99.26
ptrldeng,1,76,valle del cauca,NA,NA,0,0.3,1.07,1.9
pcrparin,1,15,boyaca,74.26,80,96.05,97.94,100,98.65
rtrmorpu,4,47,magdalena,109.59,82.69,130.51,120.85,96.5,127.43
ttdiesti,20,52,narino,18.79,18.37,17.95,17.53,17.12,16.7
ttdiesti,20,25,cundinamarca,13.16,13.02,12.87,12.73,12.58,12.43
pcrparin,1,52,narino,93.9,78.5,74.04,78.76,87.64,86.36
pcrparin,1,73,tolima,91.88,96.17,98.4,98.06,98.54,99.39
ttdiesti,20,5,antioquia,14.07,13.91,13.76,13.6,13.45,13.29
pcrparin,1,8,atlantico,90.73,97.42,98.43,99.62,100,100
pcrparin,1,5,antioquia,98.16,98.43,97.71,99.37,99.26,98.41
ttdiesti,20,17,caldas,19.55,18.96,18.38,17.79,17.2,16.62
paemetmo,1,170,colombia,16.6,NA,NA,NA,NA,24.3
ttdiesti,20,25,cundinamarca,13.71,13.56,13.4,13.25,13.1,12.95
ttdiesti,20,15,boyaca,18.77,18.77,18.77,18.77,18.77,18.77
ttdiesti,20,76,valle del cauca,23.62,23.62,23.62,23.62,23.62,23.62
pcrparin,1,70,sucre,87.54,85.69,91.71,86.86,92.01,94.3
pcrparin,1,73,tolima,88.19,93.91,93.55,93.86,98.4,97.2
pcrparin,1,97,vaupes,16.67,40,38.24,34.48,40,43.4
pcrparin,1,44,la guajira,91.74,96.67,99.09,100,98.97,99.11
ttdiesti,20,44,la guajira,31.93,31.93,31.93,31.93,31.93,31.93
ptrldeng,1,66,risaralda,NA,NA,0,0,0,2
ttdiesti,20,70,sucre,36.95,35.65,34.34,33.04,31.74,30.44
ttdiesti,20,170,colombia,20.39849749,19.98671435,19.57659773,19.1682309,18.76165918,18.4
pbretaia,1,20,cesar,NA,NA,NA,NA,NA,50
pgeembar,1,44,la guajira,15.4,NA,NA,NA,NA,25.8
ttdiesti,20,70,sucre,30.99,30.99,30.99,30.99,30.99,30.99
ttdiesti,20,5,antioquia,36.72,35.91,35.09,34.28,33.46,32.64
ttdiesti,20,47,magdalena,24.4,24.13,23.86,23.59,23.31,23.04
pcrparin,1,88,san andres,99.69325153,99.67462039,99.78471475,99.64454976,99.88545246,99.87878788
ttdiesti,20,68,santander,28.35,28.35,28.35,28.35,28.35,28.35
ttdiesti,20,50,meta,30.01,30.01,30.01,30.01,30.01,30.01
pcrperca,1,91,amazonas,78.90995261,85.14531755,84.27480916,81.09843081,82.44514107,80.90332805
pcrparin,1,76,valle del cauca,99.26,99.37,99.55,99.62,99.66,99.73
pbretaia,1,68,santander,NA,NA,NA,NA,NA,80
ttdiesti,20,25,cundinamarca,13.76,13.46,13.15,12.84,12.54,12.23
ttdiesti,20,20,cesar,22.48,22.23,21.98,21.73,21.48,21.23
pcrparin,1,18,caqueta,99.32,97.64,96.12,97.37,98.05,99.29
pcrparin,1,81,arauca,85.64,89.97,94.75,93.26,90.45,92.24
ttdiesti,20,73,tolima,23.21,23.21,23.21,23.21,23.21,23.21
pcrparin,1,68,santander,88.16,83.12,80.66,91.88,100,99.42
pcrparin,1,52,narino,98.03,95.71,96,97.55,96.28,98.59
pcrperca,1,27,choco,90.81258444,89.97726412,90.03363427,92.15158046,95.23291644,93.99678399
ttdiesti,20,76,valle del cauca,12.83,12.52,12.21,11.9,11.6,11.29
ttdiesti,20,15,boyaca,16.07,15.59,15.11,14.63,14.15,13.66
ttdiesti,20,41,huila,24.04,23.97,23.91,23.84,23.77,23.71
ttdiesti,20,19,cauca,34.64,34.61,34.58,34.55,34.52,34.48
pcrparin,1,13,bolivar,91.89,94.27,94.82,97.59,96.58,98.34
rtrmorpu,4,170,colombia,70.14,71.38,72.05,60.38,67.31,71.64
ttdiesti,20,25,cundinamarca,16.44,16.25,16.07,15.89,15.71,15.52
pcrperca,1,20,cesar,92.98658047,94.57156534,96.02359302,96.44214326,97.32327358,98.08655794
pcrparin,1,54,n.santander,99.31,100,96.93,100,97.73,97.95
pcrparin,1,52,narino,75.86,42.68,45.59,91.18,92.75,75.58
pbrmivih,1,88,san andres,NA,NA,NA,NA,NA,0
pcrparin,1,17,caldas,99,99.03,100,98.72,99.25,97.71
ttdiesti,20,25,cundinamarca,17.98,17.58,17.18,16.78,16.38,15.98
pcrparin,1,68,santander,100,75,100,89.66,100,100
pbehtaco,1,5,antioquia,NA,NA,9.8,NA,NA,NA
pcrparin,1,73,tolima,62.83,84.21,96.47,97.22,98.8,97.11
ttdiesti,20,15,boyaca,25.14,24.54,23.93,23.33,22.73,22.12
ttdnesti,20,27,choco,102.6870083,93.05588917,83.42477,73.79365083,64.16253167,54.5314125
pcrparin,1,63,quindio,99.26,99.51,99.36,99.82,99.22,99.41
ttdiesti,20,19,cauca,24.55,24,23.46,22.91,22.37,21.82
pgeembar,1,54,n.santander,20.5,NA,NA,NA,NA,17.1
ptrldeng,1,44,la guajira,NA,NA,0,8,2.7,1
ttdiesti,20,19,cauca,25.64,25.64,25.64,25.64,25.64,25.64
pbretaia,1,50,meta,NA,NA,NA,NA,NA,0
pbehtaco,1,17,caldas,NA,NA,11.3,NA,NA,NA
ttdiesti,20,68,santander,17.05,16.37,15.69,15,14.32,13.64
ttdiesti,20,13,bolivar,29.28,28.63,27.98,27.33,26.68,26.03
ttdiesti,20,19,cauca,18.93,18.51,18.09,17.67,17.25,16.83
pcrparin,1,15,boyaca,90,99.25,96.24,94.83,96.27,96.9
pcrparin,1,76,valle del cauca,97.92,97.62,98.88,97.37,98.73,94.94
pcrparin,1,54,n.santander,99.55,99.63,99.66,99.78,99.8,99.78
ttdiesti,20,15,boyaca,17.48,16.78,16.08,15.38,14.68,13.98
pbehtaco,1,NA,NA,NA,NA,13.43,NA,NA,NA
pcrparin,1,17,caldas,98.07,98.36,98.93,98.97,98.72,98.91
ttdiesti,20,13,bolivar,27.28,26.68,26.07,25.46,24.86,24.25
ttdiesti,20,50,meta,23.36,22.84,22.32,21.81,21.29,20.77
ttdiesti,20,15,boyaca,20.36,19.75,19.14,18.53,17.92,17.31
pcrparin,1,19,cauca,99.47,99.53,98.85,99.09,99.17,98.99
ttdnesti,20,76,valle del cauca,21.05144223,20.1812613,19.31108038,18.44089945,17.57071853,16.7005376
ttdiesti,20,19,cauca,16.6,16.41,16.23,16.04,15.86,15.68
pcrparin,1,20,cesar,88.61,99.34,98.17,97.14,97.69,98.23
pcrparin,1,15,boyaca,83.72,79.45,90,86.44,83.56,88.57
pbepredc,1,18,caqueta,NA,NA,NA,NA,NA,11.7
pbepredg,1,86,putumayo,NA,NA,NA,NA,NA,3.5
ttdiesti,20,17,caldas,17.16,17.16,17.16,17.16,17.16,17.16
pcrparin,1,47,magdalena,99.64,99.44,99.39,99.5,99.61,99.81
caelacex,5,25,cundinamarca,NA,NA,NA,NA,NA,0.7
ttdiesti,20,25,cundinamarca,12.24,12.1,11.97,11.83,11.7,11.56
pcrparin,1,25,cundinamarca,92.79,97.22,96.3,97.27,93.64,100
pcrparin,1,52,narino,92.36,97.82,95.8,97.59,95.17,97.93
ttdiesti,20,17,caldas,17.35,16.83,16.31,15.79,15.27,14.75
ttdiesti,20,76,valle del cauca,20.52,20.52,20.52,20.52,20.52,20.52
ttdiesti,20,25,cundinamarca,11.5,11.37,11.24,11.11,10.99,10.86
ttdiesti,20,5,antioquia,27.84,27.11,26.38,25.65,24.92,24.19
ttdiesti,20,5,antioquia,21.82,21.58,21.34,21.09,20.85,20.61
ttdiesti,20,68,santander,21.47,21.41,21.35,21.29,21.23,21.17
ttdiesti,20,5,antioquia,18.42,18.21,18.01,17.8,17.6,17.39
ttdiesti,20,25,cundinamarca,24.98,24.43,23.87,23.32,22.76,22.2
pcrparin,1,25,cundinamarca,98.15,99.02,99.39,98.37,99.89,99.6
ttdiesti,20,25,cundinamarca,18.05,17.85,17.65,17.45,17.25,17.05
pcrparin,1,8,atlantico,94.02,96.35,97.25,93.97,94.71,97.89
ttdiesti,20,13,bolivar,22.98,22.47,21.96,21.45,20.94,20.43
pcrparin,1,85,casanare,95.74,96.57,98.37,97.94,98.38,98.03
ttdiesti,20,52,narino,22.78,22.28,21.77,21.26,20.76,20.25
ttdiesti,20,73,tolima,27.71,27.15,26.6,26.04,25.49,24.93
ttdiesti,20,47,magdalena,21.02275301,20.61297185,20.20470655,19.79894327,19.39557413,18.99445592
pcrparin,1,25,cundinamarca,100,92,92.86,85.19,94.12,100
pgeembar,1,85,casanare,22.2,NA,NA,NA,NA,25.5
pcrparin,1,19,cauca,78.13,95.62,94.85,94.69,94.12,99.18
pcrparin,1,25,cundinamarca,97.37,96.69,98.48,98.8,97.44,98.19
ttdiesti,20,13,bolivar,26.73,26.14,25.54,24.95,24.36,23.76
ttdiesti,20,68,santander,22.11,21.45,20.79,20.12,19.46,18.8
pcrparin,1,27,choco,55.64,77.48,85.62,92.9,93.92,95.8
ttdiesti,20,54,n.santander,14.4,14.08,13.76,13.44,13.12,12.8
pcrparin,1,15,boyaca,79.89,96.18,94.67,95.09,98.75,97.37
pcrparin,1,17,caldas,93.06,100,92.98,100,100,98.39
ttdnesti,20,23,cordoba,44.37386059,41.97502654,39.57619249,37.17735844,34.77852439,32.37969034
pcrparin,1,15,boyaca,100,95.45,93.33,100,100,96.15
ptrldeng,1,63,quindio,NA,NA,0,0,0,17
ttdiesti,20,68,santander,24.18,23.21,22.25,21.28,20.31,19.34
ttdiesti,20,47,magdalena,29.28,28.63,27.98,27.33,26.68,26.02
pcrparin,1,8,atlantico,99.55,99.49,98.9,97.38,98.46,99.28
ttdnesti,20,66,risaralda,23.50623434,22.40501821,21.30380207,20.20258594,19.1013698,18.00015366
ttdiesti,20,91,amazonas,42.72,42.72,42.72,42.72,42.72,42.72
ttdnesti,20,68,santander,28.69716921,26.31381405,23.9304589,21.54710374,19.16374858,16.78039343
pcrparin,1,73,tolima,67.97,73.72,87.2,90.16,94.44,99.09
pcrparin,1,8,atlantico,92.42,94.29,96.11,98.03,99.37,99.2
ttdiesti,20,41,huila,16.97,16.78,16.59,16.4,16.21,16.02
pcrparin,1,68,santander,95.24,97.27,95.35,99.19,98.28,93.68
ttdiesti,20,41,huila,17.7,17.51,17.31,17.11,16.92,16.72
pcrparin,1,13,bolivar,83.87,90,98.51,94.34,97.09,98.39
pcrperca,1,99,vichada,89.02291918,93.8704028,94.22336329,88.0733945,86.57243816,81.65680473
pcrparin,1,17,caldas,95.9,95.79,97.49,97.27,98.8,99.49
pcrparin,1,25,cundinamarca,95.56,95.08,97.83,98.08,100,95.65
pcrparin,1,17,caldas,98.28,98.05,98.73,97.73,93.75,97.56
pcrparin,1,13,bolivar,98.11,96.81,100,100,95.15,97.78
ttdiesti,20,15,boyaca,15.21,14.75,14.3,13.84,13.38,12.93
pcrparin,1,23,cordoba,99.62,97.83,98.89,99.52,100,100
ttdiesti,20,86,putumayo,25,24.34,23.69,23.03,22.37,21.72
ttdiesti,20,19,cauca,24.9272951,24.4200138,23.90892212,23.39393999,22.87536501,22.35278132
ttdiesti,20,70,sucre,18.53,18.53,18.53,18.53,18.53,18.53
ttdiesti,20,41,huila,14.46,14.3,14.14,13.98,13.82,13.66
ptrldeng,1,27,choco,NA,NA,0,0,33.33,4
ttdiesti,20,76,valle del cauca,14.96,14.51,14.06,13.61,13.16,12.71
ttdiesti,20,91,amazonas,46.2,46.2,46.2,46.2,46.2,46.2
ttdiesti,20,63,quindio,16.61,16.11,15.61,15.11,14.62,14.12
ttdiesti,20,54,n.santander,17.92,17.52,17.12,16.73,16.33,15.93
ttdnesti,20,70,sucre,34.334498,33.24406099,32.15362398,31.06318698,29.97274997,28.88231296
rgrtgfec,3,15,boyaca,NA,NA,NA,NA,NA,NA
ptrldeng,1,8,atlantico,NA,NA,0,20,25,0
pcrparin,1,5,antioquia,96.82,95.81,96.93,96.44,96.68,97.93
pcrparin,1,25,cundinamarca,99.28,97.67,98.76,99.3,98.65,97.87
pcrparin,1,52,narino,96.91,96.26,97.52,94.12,96.19,98.77
ttdiesti,20,68,santander,13.1,12.57,12.05,11.52,11,10.48
ttdiesti,20,81,arauca,45.8,43.98,42.17,40.35,38.54,36.72
ttdiesti,20,52,narino,21.21,20.74,20.27,19.8,19.32,18.85
ttdiesti,20,8,atlantico,21.69,21.21,20.72,20.24,19.76,19.28
pcrparin,1,25,cundinamarca,98.62,97.66,98.64,98.63,99.39,99.27
pbepredg,1,68,santander,NA,NA,NA,NA,NA,3.4
ttdiesti,20,5,antioquia,14.43,14.37,14.3,14.24,14.18,14.11
ttdiesti,20,73,tolima,21.87,21.61,21.35,21.09,20.83,20.57
ttdiesti,20,15,boyaca,29.55,29.55,29.55,29.55,29.55,29.55
pbretaia,1,23,cordoba,NA,NA,NA,NA,NA,66.66666667
pcrparin,1,13,bolivar,89.47,98.7,98.97,96.15,99.07,97.14
igrtgfec,2,68,santander,NA,NA,NA,NA,NA,NA
pcrparin,1,85,casanare,83.33,74.8,68.12,78.57,73.64,80.45
caelacex,5,NA,NA,2.5,NA,NA,NA,NA,2.7
pcrparin,1,5,antioquia,98.35,98.5,98.29,99.16,99.31,99.17
pcrparin,1,86,putumayo,79.79,81.66,87.54,81.95,82.59,81.21
ttdiesti,20,47,magdalena,17.05,16.67,16.29,15.91,15.53,15.15
pcrparin,1,5,antioquia,95.4,96.24,92.97,92.94,94.06,91.58
ttdiesti,20,52,narino,44.97,44.97,44.97,44.97,44.97,44.97
pcrparin,1,13,bolivar,83.68,81.39,89.2,94.44,97.44,99.54
igrtgfec,2,13,bolivar,NA,NA,NA,NA,NA,NA
ttdiesti,20,5,antioquia,16.02,15.84,15.66,15.48,15.31,15.13
ttdiesti,20,44,la guajira,19.34,18.56,17.79,17.02,16.24,15.47
pcrparin,1,50,meta,96.88,79.41,96,74.36,92,95
pcrrncpn,1,99,vichada,65.62,64.8,62.77,60.55,53.95,52.66
ttdiesti,20,18,caqueta,28.33,27.7,27.07,26.44,25.81,25.18
pcrparin,1,13,bolivar,99.26,99.49,99.05,99.27,98.88,99.31
ttdiesti,20,15,boyaca,18.64,17.9,17.15,16.41,15.66,14.92
ttdiesti,20,50,meta,37.17,37.17,37.17,37.17,37.17,37.17
pcrparin,1,5,antioquia,98.5,100,99.37,99.7,100,99.22
pcrparin,1,15,boyaca,96.33,97.18,93.33,95.56,100,98.39
pbretaia,1,19,cauca,NA,NA,NA,NA,NA,0
pcrparin,1,19,cauca,78.77,88.82,93.18,94.72,91.76,94.31
pbretaia,1,54,n.santander,NA,NA,NA,NA,NA,75
pbepredg,1,50,meta,NA,NA,NA,NA,NA,1.8
pcrparin,1,23,cordoba,99.86,99.7,99,98.8,98.69,99.66
pcrparin,1,54,n.santander,99.82,99.66,99.77,99.94,99.94,100
pcrparin,1,27,choco,47.62,28.57,33.33,64.86,69.23,66.13
pcrparin,1,76,valle del cauca,98.46,98.98,97.47,97.56,98.03,96.04
ttdiesti,20,15,boyaca,16.09,15.6,15.12,14.64,14.16,13.67
ttdiesti,20,50,meta,25.36,24.8,24.23,23.67,23.11,22.54
pbrmivih,1,47,magdalena,NA,NA,NA,15,NA,7.1
ttdiesti,20,5,antioquia,25.86,25.29,24.71,24.14,23.56,22.99
ttdiesti,20,5,antioquia,18.43,18.23,18.02,17.82,17.61,17.41
cgrnacim,17,15,boyaca,31846,32695,29988,30851,35746,30945
ptrldeng,1,8,atlantico,NA,NA,0,0,12.5,6
pcrparin,1,52,narino,96.21,96,96.98,97.66,97.91,98.06
